"lat","lon","elevation_m","in_camp","unix_time","distance_from_camp_m"
-3.5373892,35.122592,1248,1,1474174490,21.4312
-3.537386,35.1225948,1248,1,1474174495,21.709
-3.537383,35.122599,1248,1,1474174500,22.1499
-3.537385,35.122599,1248,1,1474174505,22.1654
-3.5373868,35.122599,1248,1,1474174510,22.1812
-3.537387,35.1225962,1248,1,1474174515,21.8732
-3.53739,35.1225888,1248,1,1474174520,21.0866
-3.5373872,35.1225812,1248,1,1474174525,20.2158
-3.5373842,35.1225782,1248,1,1474174530,19.8551
-3.5373856,35.1225816,1248,1,1474174535,20.2442
-3.5373862,35.1225824,1248,1,1474174540,20.3385
-3.53739,35.12258,1248,1,1474174545,20.1148
-3.537393,35.12258,1248,1,1474174550,20.154
-3.5373918,35.12258,1248,1,1474174555,20.1377
-3.53739,35.12258,1248,1,1474174560,20.1148
-3.5373904,35.1225816,1248,1,1474174565,20.2963
-3.537393,35.1225856,1248,1,1474174570,20.7712
-3.537397667,35.12258933,1248,1,1474174575,21.2509
-3.5374018,35.122592,1248,1,1474174580,21.6137
-3.5374046,35.122592,1248,1,1474174585,21.6662
-3.5374034,35.122592,1248,1,1474174590,21.6432
-3.5374046,35.122592,1248,1,1474174595,21.6662
-3.5374034,35.122592,1248,1,1474174600,21.6432
-3.5374052,35.122592,1248,1,1474174605,21.678
-3.5374058,35.1225912,1248,1,1474174610,21.6027
-3.537405,35.1225872,1248,1,1474174615,21.1497
-3.537405,35.122584,1248,1,1474174620,20.8004
-3.5374046,35.1225856,1248,1,1474174625,20.9669
-3.5374024,35.122592,1248,1,1474174630,21.6246
-3.5374,35.122592,1248,1,1474174635,21.5822
-3.5374,35.122592,1248,1,1474174640,21.5822
-3.5373992,35.122592,1248,1,1474174645,21.5688
-3.537396,35.122592,1248,1,1474174650,21.5187
-3.5373954,35.1225904,1248,1,1474174655,21.3337
-3.5373934,35.122584,1248,1,1474174660,20.6003
-3.537395,35.1225832,1248,1,1474174665,20.5352
-3.5373946,35.1225786,1248,1,1474174670,20.023
-3.5373914,35.1225706,1248,1,1474174675,19.096
-3.5373822,35.1225572,1248,1,1474174680,17.5125
-3.5373664,35.1225374,1248,1,1474174685,15.2664
-3.537343,35.122512,1248,1,1474174690,12.7933
-3.537318,35.122477,1248,1,1474174695,10.3057
-3.537295,35.122443,1248,1,1474174700,9.57026
-3.537286,35.122416,1247,1,1474174705,9.45703
-3.537278,35.122393,1247,1,1474174710,10.2028
-3.537275,35.122363,1247,1,1474174715,11.2801
-3.537276,35.122359,1247,1,1474174720,11.3481
-3.537278,35.122355,1247,1,1474174725,11.3347
-3.537278,35.122352,1246,1,1474174730,11.4855
-3.537276,35.122352,1246,1,1474174735,11.6818
-3.537278,35.122352,1246,1,1474174740,11.4855
-3.53728,35.122355,1245,1,1474174745,11.1366
-3.537283,35.122363,1245,1,1474174750,10.4613
-3.53729,35.122393,1244,1,1474174755,8.88034
-3.537288,35.122401,1245,1,1474174760,9.06808
-3.537283,35.122386,1245,1,1474174765,9.74515
-3.537273,35.122374,1245,1,1474174770,11.108
-3.537268,35.122363,1245,1,1474174775,12.0043
-3.537266,35.122363,1245,1,1474174780,12.2123
-3.537268,35.122363,1245,1,1474174785,12.0043
-3.537266,35.122386,1246,1,1474174790,11.6048
-3.537258,35.122409,1247,1,1474174795,12.425
-3.537255,35.122413,1247,1,1474174800,12.7982
-3.53723,35.12241883,1248,1,1474174805,15.6216
-3.537197,35.1224168,1249,1,1474174810,19.2208
-3.5371828,35.1224104,1250,1,1474174815,20.7324
-3.537157,35.1224146,1250,1,1474174820,23.6089
-3.5371246,35.1224312,1251,1,1474174825,27.3562
-3.537098,35.1224326,1251,1,1474174830,30.2944
-3.5370874,35.1224256,1252,1,1474174835,31.3784
-3.5370852,35.122424,1252,1,1474174840,31.6052
-3.537081,35.1224272,1252,1,1474174845,32.0995
-3.537076,35.1224312,1252,1,1474174850,32.6941
-3.5370718,35.122432,1252,1,1474174855,33.1654
-3.537071,35.122432,1252,1,1474174860,33.2533
-3.5370982,35.1224256,1252,1,1474174865,30.1893
-3.5371074,35.1224208,1252,1,1474174870,29.1295
-3.5371064,35.1224264,1251,1,1474174875,29.2955
-3.5371092,35.1224336,1251,1,1474174880,29.0792
-3.537106,35.1224262,1251,1,1474174885,29.3373
-3.537097,35.1224056,1251,1,1474174890,30.1942
-3.5370854,35.122377,1252,1,1474174895,31.574
-3.537079,35.1223398,1252,1,1474174900,32.8656
-3.537071333,35.12233733,1251,1,1474174905,33.7515
-3.5370692,35.12234,1251,1,1474174910,33.9229
-3.5370706,35.1223376,1251,1,1474174915,33.8247
-3.537071,35.122336,1251,1,1474174920,33.8183
-3.5370704,35.122336,1251,1,1474174925,33.8832
-3.53707,35.1223384,1251,1,1474174930,33.8716
-3.53707,35.1223424,1251,1,1474174935,33.7847
-3.53707,35.1223392,1251,1,1474174940,33.8538
-3.5370688,35.1223336,1251,1,1474174945,34.1129
-3.537068,35.1223302,1251,1,1474174950,34.2827
-3.5370692,35.122329,1251,1,1474174955,34.1839
-3.5370706,35.1223308,1251,1,1474174960,33.9875
-3.537071,35.122332,1251,1,1474174965,33.9145
-3.537059,35.1223302,1251,1,1474174970,35.2528
-3.537057,35.1223518,1252,1,1474174975,35.0225
-3.537067,35.1223874,1252,1,1474174980,33.5344
-3.5370734,35.1224058,1251,1,1474174985,32.8038
-3.53709,35.1224156,1251,1,1474174990,31.0103
-3.537112,35.1224338,1251,1,1474174995,28.7751
-3.5371218,35.1224496,1250,1,1474175000,27.9929
-3.5371242,35.122454,1251,1,1474175005,27.834
-3.5371226,35.1224498,1250,1,1474175010,27.9106
-3.5371234,35.122447,1250,1,1474175015,27.7637
-3.537125,35.1224422,1250,1,1474175020,27.4941
-3.5371255,35.122441,1250,1,1474175025,27.4172
-3.537126,35.1224414,1250,1,1474175030,27.3701
-3.537122,35.122439,1249,1,1474175035,27.7634
-3.537114,35.1224362,1249,1,1474175040,28.5921
-3.5371098,35.1224288,1249,1,1474175045,28.9497
-3.537108,35.1224224,1249,1,1474175050,29.0781
-3.5371072,35.1224172,1248,1,1474175055,29.1226
-3.5371056,35.1224114,1248,1,1474175060,29.2642
-3.5371054,35.1224058,1248,1,1474175065,29.266
-3.537106,35.122401,1247,1,1474175070,29.1928
-3.5371068,35.1223994,1247,1,1474175075,29.1042
-3.5371088,35.1223986,1247,1,1474175080,28.8834
-3.5371104,35.1224026,1246,1,1474175085,28.7075
-3.537111,35.1224082,1246,1,1474175090,28.6542
-3.537113,35.1224142,1246,1,1474175095,28.4623
-3.5371176,35.122416,1245,1,1474175100,27.9664
-3.537121,35.122416,1245,1,1474175105,27.5912
-3.537124167,35.1224155,1245,1,1474175110,27.2382
-3.53713,35.122413,1244,1,1474175115,26.578
-3.537130167,35.12240767,1244,1,1474175120,26.534
-3.537131,35.122401,1244,1,1474175125,26.4284
-3.537133,35.122401,1244,1,1474175130,26.2072
-3.537133,35.122405,1243,1,1474175135,26.2129
-3.537126,35.122413,1245,1,1474175140,27.0196
-3.537128,35.122413,1245,1,1474175145,26.7988
-3.537128,35.122416,1245,1,1474175150,26.8188
-3.537126,35.122416,1245,1,1474175155,27.0395
-3.537123,35.122416,1245,1,1474175160,27.3705
-3.537121,35.122416,1245,1,1474175165,27.5912
-3.53712,35.12242,1245,1,1474175170,27.7336
-3.537118,35.12242,1245,1,1474175175,27.9541
-3.537118,35.12242,1245,1,1474175180,27.9541
-3.537115,35.12242,1245,1,1474175185,28.2848
-3.53712,35.122424,1246,1,1474175190,27.7727
